1.224646799147353207e-16,2.454453116015070327e-16,8.426348080463888962e-17,3.053219593774656750e-16,2.426438475214991043e-16,2.374923082550910204e-16,9.357354287143555226e-17,1.263176110171923910e-16,2.502598663723475660e-16,2.469841778342191740e-16,1.206477443882214419e-16,9.946563284281397908e-17,-2.808686202449255843e-18,1.541116358901337392e-16,4.936293142842775043e-17,7.962991996410092598e-17,7.258008936283422086e-17,6.869260966313867998e-17,2.343101159457742969e-16,1.598609846937576820e-16,2.177310552408442853e-17,4.311331240601296787e-17,1.460282760561388309e-16,1.383929251429968976e-16,1.115385287208149595e-16,-4.617658815268376261e-18,1.632039111448667127e-16,1.729828625010101966e-17,2.493109564367370608e-16,3.317938897662888667e-16,1.145564425071737317e-17,-3.314862724980400693e-17,1.932644309218622127e-16,4.709194791312408840e-17,9.042359990597251643e-17,-2.801035413039366493e-18,-4.867999315611079237e-17,-6.059013392592988803e-17,2.183573498255691683e-16,8.877707760191723578e-17,2.355589739662489738e-16,5.028845216313637097e-17,5.368814674713301606e-17,2.866300938050601426e-16,4.989990576607136042e-17,-1.229488553767575181e-16,1.429962794870228444e-16,-1.694295280948103694e-18,9.843894228119935394e-17,5.287456514642030695e-17,8.900020993813987297e-17,1.597987073406911320e-16,1.552154915435856635e-16,1.499298730646180480e-16,-9.456859600685058174e-17,6.161088741001894295e-17,7.909736578308306567e-17,1.638968782543416152e-16,5.906769527990871677e-17,1.983033930721066724e-16,1.255705315187915741e-16,1.653047638574433722e-16,3.359165546112411098e-17,1.413181946813491790e-16,9.885280900437860800e-17,2.710013315672908239e-16,1.683608664466692164e-16,-1.005439108441966518e-16,-3.566032217225927541e-17,5.387541391596082817e-17,2.011821650087721598e-16,6.334870195793783637e-17,-4.902163743276769672e-17,1.450029476749457335e-16,-3.430991344259710167e-16,-4.644006810134205168e-17,1.054057380407914641e-16,-1.222012416804062245e-16,-1.502877698109635157e-16,2.508455466941610693e-16,-4.017647708935898558e-17,8.530874061147095388e-17,1.530383911280461091e-16,-5.656066040767702272e-17,1.374360727951920593e-16,2.643496120946811635e-17,1.719022514639615913e-16,-1.366643692876435532e-16,1.601194839020016594e-17,1.632061035175526235e-16,-7.936758610605465157e-18,4.182574280066753864e-17,1.135208695171116255e-16,-3.339754220927537416e-17,-1.484232174319164882e-16,-7.225564308892847008e-17,4.128901842001697280e-18,-1.320799724050468082e-16,1.271727525641733919e-16,1.098706217221837612e-16
2.463744919538202530e-02,2.388017721319295530e-02,2.316844735633139668e-02,2.249824085081686062e-02,2.186600142947157238e-02,2.126857025014524880e-02,2.070313156399174181e-02,2.016716710715635297e-02,1.965841761645684832e-02,1.917485019772287302e-02,1.871463052941295738e-02,1.827609908217963167e-02,1.785775069059409442e-02,1.745821693622019721e-02,1.707625089905440152e-02,1.671071391265369424e-02,1.636056402127373036e-02,1.602484588833760423e-02,1.570268194700792999e-02,1.539326461751664744e-02,1.509584944372970722e-02,1.480974902433794711e-02,1.453432763307374934e-02,1.426899643812584891e-02,1.401320924409917359e-02,1.376645869090404803e-02,1.352827285323069013e-02,1.329821219208332690e-02,1.307586681647556794e-02,1.286085401899523389e-02,1.265281605373656457e-02,1.245141812918242920e-02,1.225634659210577022e-02,1.206730728157369079e-02,1.188402403471251929e-02,1.170623732812537190e-02,1.153370304078103759e-02,1.136619132586787900e-02,1.120348558055284105e-02,1.104538150386270325e-02,1.089168623400045034e-02,1.074221755737301415e-02,1.059680318246763835e-02,1.045528007244390760e-02,1.031749383096469165e-02,1.018329813637486141e-02,1.005255421983417864e-02,9.925130383467428707e-03,9.800901554990370385e-03,9.679748875630120666e-03,9.561559318461395132e-03,9.446225334574481769e-03,9.333644524728283709e-03,9.223719334371462825e-03,9.116356770109522098e-03,9.011468135880952232e-03,8.908968787255082053e-03,8.808777902420225625e-03,8.710818268545965359e-03,8.615016082334015987e-03,8.521300763664470951e-03,8.429604781345580514e-03,8.339863490060155093e-03,8.252014977674441629e-03,8.165999922151679843e-03,8.081761457369752988e-03,7.999245047202938053e-03,7.918398367278398770e-03,7.839171193873159527e-03,7.761515299440400507e-03,7.685384354320962293e-03,7.610733834208376590e-03,7.537520932980220668e-03,7.465704480539004512e-03,7.395244865320583019e-03,7.326103961177300554e-03,7.258245058335644449e-03,7.191632798175799646e-03,7.126233111585309615e-03,7.062013160657992783e-03,6.998941283530195692e-03,6.936986942162200707e-03,6.876120672873739688e-03,6.816314039475177000e-03,6.757539588832503497e-03,6.699770808716571865e-03,6.642982087810157983e-03,6.587148677731452691e-03,6.532246656970419271e-03,6.478252896615028199e-03,6.425145027770416337e-03,6.372901410575182619e-03,6.321501104718181378e-03,6.270923841378278976e-03,6.221149996501308156e-03,6.172160565346932783e-03,6.123937138229429075e-03,6.076461877393126917e-03,6.029717494952732855e-03,5.983687231853487484e-03
4.925994109281683908e-02,4.774714035838215076e-02,4.632517582597136391e-02,4.498605132607680357e-02,4.372268783334872649e-02,4.252879497494284344e-02,4.139876364826623051e-02,4.032757579405013559e-02,3.931072819802967910e-02,3.834416783145993407e-02,3.742423673486296176e-02,3.654762483558066793e-02,3.571132939355244063e-02,3.491262001037105656e-02,3.414900832838443229e-02,3.341822170026768901e-02,3.271818023329050446e-02,3.204697671280745674e-02,3.140285899112687379e-02,3.078421449471331617e-02,3.018955655752946637e-02,2.961751233360859076e-02,2.906681207946893580e-02,2.853627962818489419e-02,2.802482390299524881e-02,2.753143134017344354e-02,2.705515910924322087e-02,2.659512903414251728e-02,2.615052213203768877e-02,2.572057369764957704e-02,2.530456887043842917e-02,2.490183863009426748e-02,2.451175617273232410e-02,2.413373362615028883e-02,2.376721906763766198e-02,2.341169381226550911e-02,2.306666994340570917e-02,2.273168806057702593e-02,2.240631522258190039e-02,2.209014306643090203e-02,2.178278608475282124e-02,2.148388004629488840e-02,2.119308054582330625e-02,2.091006167120278147e-02,2.063451477673854464e-02,2.036614735301484763e-02,2.010468198447734611e-02,1.984985538690111836e-02,1.960141751768500543e-02,1.935913075261461516e-02,1.912276912336511453e-02,1.889211761057313713e-02,1.866697148780366300e-02,1.844713571218335735e-02,1.823242435786905785e-02,1.802266008887330739e-02,1.781767366809220571e-02,1.761730349966596915e-02,1.742139520205444533e-02,1.722980120944977295e-02,1.704238039935668247e-02,1.685899774434828843e-02,1.667952398619100204e-02,1.650383533067598454e-02,1.633181316163586153e-02,1.616334377275456188e-02,1.599831811589014566e-02,1.583663156473589725e-02,1.567818369273611331e-02,1.552287806427070198e-02,1.537062203817998220e-02,1.522132658279728643e-02,1.507490610170541048e-02,1.493127826949732125e-02,1.479036387687779862e-02,1.465208668449198733e-02,1.451637328491285454e-02,1.438315297225515807e-02,1.425235761894057956e-02,1.412392155914364046e-02,1.399778147851600540e-02,1.387387630978368508e-02,1.375214713386641550e-02,1.363253708617334289e-02,1.351499126776556196e-02,1.339945666109038959e-02,1.328588205001936771e-02,1.317421794392868717e-02,1.306441650559264818e-02,1.295643148266111509e-02,1.285021814252372205e-02,1.274573321035635948e-02,1.264293481018102273e-02,1.254178240875847804e-02,1.244223676216485615e-02,1.234425986489696980e-02,1.224781490137188782e-02,1.215286619969217947e-02,1.205937918754211580e-02,1.196732035011967461e-02
7.385252747487432157e-02,7.158768061452928932e-02,6.945846910297201471e-02,6.745300179170579669e-02,6.556074367576872342e-02,6.377232730501088132e-02,6.207939489260642235e-02,6.047446543444650463e-02,5.895082232743363571e-02,5.750241788285261058e-02,5.612379183835650848e-02,5.481000152686868465e-02,5.355656179858897525e-02,5.235939314006719802e-02,5.121477671212582017e-02,5.011931525158647843e-02,4.906989896197126028e-02,4.806367566462268343e-02,4.709802460097384930e-02,4.617053337442566380e-02,4.527897760071469824e-02,4.442130290209497789e-02,4.359560893580997215e-02,4.280013519322864446e-02,4.203324834442050822e-02,4.129343093514303842e-02,4.057927127031859399e-02,3.988945434097634912e-02,3.922275367103072313e-02,3.857802397675004491e-02,3.795419454581368951e-02,3.735026325487594140e-02,3.676529115482536636e-02,3.619839756179338286e-02,3.564875559956948159e-02,3.511558814566169417e-02,3.459816413894237913e-02,3.409579521175795658e-02,3.360783261367344954e-02,3.313366439777832434e-02,3.267271284373966800e-02,3.222443209466235858e-02,3.178830598731424706e-02,3.136384605748782778e-02,3.095058970420422328e-02,3.054809849818521106e-02,3.015595662151258557e-02,2.977376942675694083e-02,2.940116210501452290e-02,2.903777845337211436e-02,2.868327973322437260e-02,2.833734361172963664e-02,2.799966317941249977e-02,2.766994603759294347e-02,2.734791344991812853e-02,2.703329955279262786e-02,2.672585061999568912e-02,2.642532437718489099e-02,2.613148936238439066e-02,2.584412432889029998e-02,2.556301768734921959e-02,2.528796698403970242e-02,2.501877841264022601e-02,2.475526635700480566e-02,2.449725296266878558e-02,2.424456773499987505e-02,2.399704716207862187e-02,2.375453436055090586e-02,2.351687874283336227e-02,2.328393570418697475e-02,2.305556632828050304e-02,2.283163710999312410e-02,2.261201969427275443e-02,2.239659062999174721e-02,2.218523113779030317e-02,2.197782689099638670e-02,2.177426780876847573e-02,2.157444786066850181e-02,2.137826488194174632e-02,2.118562039881780740e-02,2.099641946320727690e-02,2.081057049621096167e-02,2.062798513989477431e-02,2.044857811682519386e-02,2.027226709689761500e-02,2.009897257102014750e-02,1.992861773123623045e-02,1.976112835692029474e-02,1.959643270667424733e-02,1.943446141560942891e-02,1.927514739769017535e-02,1.911842575286135104e-02,1.896423367868033810e-02,1.881251038620219973e-02,1.866319701988808713e-02,1.851623658130134228e-02,1.837157385639757307e-02,1.822915534619946876e-02,1.808892920068383425e-02,1.795084515570478934e-02
9.840027827964299700e-02,9.538859965643749217e-02,9.255661604737797088e-02,8.988866410128057427e-02,8.737085240411469889e-02,8.499081768539419601e-02,8.273752017698277061e-02,8.060107099018953836e-02,7.857258582164684813e-02,7.664406042311726341e-02,7.480826415161187515e-02,7.305864861099467533e-02,7.138926894727698480e-02,6.979471579932314262e-02,6.827005625912639653e-02,6.681078247993935126e-02,6.541276680067485694e-02,6.407222244234882236e-02,6.278566898549081676e-02,6.154990196325595825e-02,6.036196600869374318e-02,5.921913108053255409e-02,5.811887136322862329e-02,5.705884649659118124e-02,5.603688484015829224e-02,5.505096851940669000e-02,5.409922003617961134e-02,5.317989025559213823e-02,5.229134760699246515e-02,5.143206835811383465e-02,5.060062783992898966e-02,4.979569251545298836e-02,4.901601279922603027e-02,4.826041654581237489e-02,4.752780313565480030e-02,4.681713809526437398e-02,4.612744819622673076e-02,4.545781698398633497e-02,4.480738069305232468e-02,4.417532451017969208e-02,4.356087915140938877e-02,4.296331772261140214e-02,4.238195283648792111e-02,4.181613396191281168e-02,4.126524498403306290e-02,4.072870195582087294e-02,4.020595102377048230e-02,3.969646651218980415e-02,3.919974915210569510e-02,3.871532444220832092e-02,3.824274113046793877e-02,3.778156980618847111e-02,3.733140159323057594e-02,3.689184693601574999e-02,3.646253447071351461e-02,3.604310997471320277e-02,3.563323538811329766e-02,3.523258790153568909e-02,3.484085910506810879e-02,3.445775419361036401e-02,3.408299122430381856e-02,3.371630042211094108e-02,3.335742352992661364e-02,3.300611319993475290e-02,3.266213242317743404e-02,3.232525399457009119e-02,3.199526001081936383e-02,3.167194139889754206e-02,3.135509747293497435e-02,3.104453551754214266e-02,3.074007039574369257e-02,3.044152417984671496e-02,3.014872580368444660e-02,2.986151073481197946e-02,2.957972066532607927e-02,2.930320322008838144e-02,2.903181168121680630e-02,2.876540472779644600e-02,2.850384618983962601e-02,2.824700481559181547e-02,2.799475405134311742e-02,2.774697183297275549e-02,2.750354038850050947e-02,2.726434605097302621e-02,2.702927908105704630e-02,2.679823349876142569e-02,2.657110692374182320e-02,2.634780042367987005e-02,2.612821837026516741e-02,2.591226830234300352e-02,2.569986079580804939e-02,2.549090933986502758e-02,2.528533021929266211e-02,2.508304240237261770e-02,2.488396743417364484e-02,2.468802933488660825e-02,2.449515450293936539e-02,2.430527162263082519e-02,2.411831157603532352e-02,2.393420735895687712e-02
1.228882906647143503e-01,1.191367149074540888e-01,1.156079132794913533e-01,1.122826123515844876e-01,1.091436959501102810e-01,1.061759125390380476e-01,1.033656287446359373e-01,1.007006208053177337e-01,9.816989734671850709e-02,9.576354815364503115e-02,9.347261461535960603e-02,9.128897831883545089e-02,8.920526490188006308e-02,8.721476078933416975e-02,8.531134084777931836e-02,8.348940532806527204e-02,8.174382473663058257e-02,8.006989149854756849e-02,7.846327745739301029e-02,7.691999640709053232e-02,7.543637097501840194e-02,7.400900327871241802e-02,7.263474886436636913e-02,7.131069350714422383e-02,7.003413251353721170e-02,6.880255221674300148e-02,6.761361339882543398e-02,6.646513640972057102e-02,6.535508778393567253e-02,6.428156818205350842e-02,6.324280150657636546e-02,6.223712506083878965e-02,6.126298063623558665e-02,6.031890642718893553e-02,5.940352968555092511e-02,5.851556003673062667e-02,5.765378338903458244e-02,5.681705637568506412e-02,5.600430127595051183e-02,5.521450136787777602e-02,5.444669667043319089e-02,5.369998003750477839e-02,5.297349357029641770e-02,5.226642531823673388e-02,5.157800624168999704e-02,5.090750741254112394e-02,5.025423743119196429e-02,4.961754004070195040e-02,4.899679192073044809e-02,4.839140064566355148e-02,4.780080279284854711e-02,4.722446218819996433e-02,4.666186827769326639e-02,4.611253461431441547e-02,4.557599745103107364e-02,4.505181443121721030e-02,4.453956336873812066e-02,4.403884111062028595e-02,4.354926247584714472e-02,4.307045926440512817e-02,4.260207933120819385e-02,4.214378572000293532e-02,4.169525585275964813e-02,4.125618077045584142e-02,4.082626442147838791e-02,4.040522299420526431e-02,3.999278429059000689e-02,3.958868713784373383e-02,3.919268083553705678e-02,3.880452463565656207e-02,3.842398725334571913e-02,3.805084640624426667e-02,3.768488838047805156e-02,3.732590762154056052e-02,3.697370634839073494e-02,3.662809418926415289e-02,3.628888783777391158e-02,3.595591072799612237e-02,3.562899272733174860e-02,3.530796984601480143e-02,3.499268396222950800e-02,3.468298256185621542e-02,3.437871849196208474e-02,3.407974972717693618e-02,3.378593914819191107e-02,3.349715433164178469e-02,3.321326735070233988e-02,3.293415458576253591e-02,3.265969654459021515e-02,3.238977769143304430e-02,3.212428628455032270e-02,3.186311422167849988e-02,3.160615689300488862e-02,3.135331304120223678e-02,3.110448462815175105e-02,3.085957670797342262e-02,3.061849730602315967e-02,3.038115730352609900e-02,3.014747032755077383e-02,2.991735264603248221e-02
1.473016980546376642e-01,1.428188647978875236e-01,1.386006677876517046e-01,1.346244236522493309e-01,1.308699542423033824e-01,1.273192529377983606e-01,1.239562023287682918e-01,1.207663344002832678e-01,1.177366260297938172e-01,1.148553239415770338e-01,1.121117943319635823e-01,1.094963932370167231e-01,1.070003544056441491e-01,1.046156920003368240e-01,1.023351159018049683e-01,1.001519577639579522e-01,9.806010626859236468e-02,9.605395027796138907e-02,9.412832878853057139e-02,9.227848675895133912e-02,9.050003602620886045e-02,8.878892064131227446e-02,8.714138605405287452e-02,8.555395165866118423e-02,8.402338628145160360e-02,8.254668624997779647e-02,8.112105573268313385e-02,7.974388908000580589e-02,7.841275493364278926e-02,7.712538190116043080e-02,7.587964561925225615e-02,7.467355705131797916e-02,7.350525188430689916e-02,7.237298090636294645e-02,7.127510126115256528e-02,7.021006848718212845e-02,6.917642926119611790e-02,6.817281477412620583e-02,6.719793467623438876e-02,6.625057153524156750e-02,6.532957575747555534e-02,6.443386092755634675e-02,6.356239952694714423e-02,6.271421899593934701e-02,6.188839810737092190e-02,6.108406362367588965e-02,6.030038721178114514e-02,5.953658259295112332e-02,5.879190290697695886e-02,5.806563827213603868e-02,5.735711352417782044e-02,5.666568611919502174e-02,5.599074418669319070e-02,5.533170472045703669e-02,5.468801189597178453e-02,5.405913550418927488e-02,5.344456949236538884e-02,5.284383060352005473e-02,5.225645710683861356e-02,5.168200761199398530e-02,5.112005996099477229e-02,5.057021019170259563e-02,5.003207156767874864e-02,4.950527366944970642e-02,4.898946154270923670e-02,4.848429489933822611e-02,4.798944736745385659e-02,4.750460578702284803e-02,4.702946954783533695e-02,4.656374996689529450e-02,4.610716970252248803e-02,4.565946220266043493e-02,4.522037118508191733e-02,4.478965014736548123e-02,4.436706190466779831e-02,4.395237815347139559e-02,4.354537905962115041e-02,4.314585286908466377e-02,4.275359553998644285e-02,4.236841039457721336e-02,4.199010778987979919e-02,4.161850480586219703e-02,4.125342495005365762e-02,4.089469787760134645e-02,4.054215912583444825e-02,4.019564986246917937e-02,3.985501664663702176e-02,3.952011120198650751e-02,3.919079020115008583e-02,3.886691506091859843e-02,3.854835174750478183e-02,3.823497059132745929e-02,3.792664611076829173e-02,3.762325684440422785e-02,3.732468519124669537e-02,3.703081725853392403e-02,3.674154271667519345e-02,3.645675466095407019e-02,3.617634947961770320e-02,3.590022672802743037e-02
1.716256791663597070e-01,1.664219140310156664e-01,1.615231995540319931e-01,1.569036789142079780e-01,1.525403047337850759e-01,1.484124732835566118e-01,1.445017132840965002e-01,1.407914202663542447e-01,1.372666290674589562e-01,1.339138183486913991e-01,1.307207420891447203e-01,1.276762838773027597e-01,1.247703305316872624e-01,1.219936621615377997e-01,1.193378562539330195e-01,1.167952037646931562e-01,1.143586355127619858e-01,1.120216574443722996e-01,1.097782935544353300e-01,1.076230354365959735e-01,1.055507975869184462e-01,1.035568777146693015e-01,1.016369214215241262e-01,9.978689070131210870e-02,9.800303578907358648e-02,9.628186995307172480e-02,9.462014687849026884e-02,9.301484033840477783e-02,9.146312588761959517e-02,8.996236434916658753e-02,8.851008689260229934e-02,8.710398152845390263e-02,8.574188086489338556e-02,8.442175099148127582e-02,8.314168137106175971e-02,8.189987563496874123e-02,8.069464318895304411e-02,7.952439154789749109e-02,7.838761932669159604e-02,7.728290982277491450e-02,7.620892513298864468e-02,7.516440075362433582e-02,7.414814061806357381e-02,7.315901253125053905e-02,7.219594396450534912e-02,7.125791817797258454e-02,7.034397064134036148e-02,6.945318572642733557e-02,6.858469364788025158e-02,6.773766763054160644e-02,6.691132128417337510e-02,6.610490616803435526e-02,6.531770952951108933e-02,6.454905220246706654e-02,6.379828665231505880e-02,6.306479515600267594e-02,6.234798810618365217e-02,6.164730242980662189e-02,6.096220011221582108e-02,6.029216681865119665e-02,5.963671060572937888e-02,5.899536071613412785e-02,5.836766645031325751e-02,5.775319610950977595e-02,5.715153600491579278e-02,5.656228952818355415e-02,5.598507627889771215e-02,5.541953124499057748e-02,5.486530403237791648e-02,5.432205814041416586e-02,5.378947028001163783e-02,5.326722973152585999e-02,5.275503773972528565e-02,5.225260694337554440e-02,5.175966083714422100e-02,5.127593326371503168e-02,5.080116793415023063e-02,5.033511797468187554e-02,4.987754549825386408e-02,4.942822119924966673e-02,4.898692396995525666e-02,4.855344053740753840e-02,4.812756511937993364e-02,4.770909909833803003e-02,4.729785071227203541e-02,4.689363476140893244e-02,4.649627232984847314e-02,4.610559052125289686e-02,4.572142220776467814e-02,4.534360579138742298e-02,4.497198497711930865e-02,4.460640855715829189e-02,4.424673020556519482e-02,4.389280828279006064e-02,4.354450564951822117e-02,4.320168948932084224e-02,4.286423113962318371e-02,4.253200593054758810e-02,4.220489303119861341e-02,4.188277530299779061e-02
1.958454670071669845e-01,1.899327588585394966e-01,1.843638442029517654e-01,1.791099636617088653e-01,1.741454219490287669e-01,1.694472000020526836e-01,1.649946227245625008e-01,1.607690736603033521e-01,1.567537493295204920e-01,1.529334471519489258e-01,1.492943818725702976e-01,1.458240262329246750e-01,1.425109723176019028e-01,1.393448105760989597e-01,1.363160239944088414e-01,1.334158952851886570e-01,1.306364252939830883e-01,1.279702610932542950e-01,1.254106324652871918e-01,1.229512956672369900e-01,1.205864835329636953e-01,1.183108611021718576e-01,1.161194860820121688e-01,1.140077735432584866e-01,1.119714643353810907e-01,1.100065967746997053e-01,1.081094812193148652e-01,1.062766771953256723e-01,1.045049727823476882e-01,1.027913660036297305e-01,1.011330479981727287e-01,9.952738777985656315e-02,9.797191841247530897e-02,9.646432445020833302e-02,9.500243051097531644e-02,9.358419086567504319e-02,9.220767993985710953e-02,9.087108363618640050e-02,8.957269139638998623e-02,8.831088893042457477e-02,8.708415154851756323e-02,8.589103803872077947e-02,8.473018503874170382e-02,8.360030185622809029e-02,8.250016569646174969e-02,8.142861726064008765e-02,8.038455668166917534e-02,7.936693976771899695e-02,7.837477452674071476e-02,7.740711794776786170e-02,7.646307301718721638e-02,7.554178595022513487e-02,7.464244361979180398e-02,7.376427116648452686e-02,7.290652977504608057e-02,7.206851460393440267e-02,7.124955285585425624e-02,7.044900197819098375e-02,6.966624798327239465e-02,6.890070387926133799e-02,6.815180820327561284e-02,6.741902364906190992e-02,6.670183578219045228e-02,6.599975183633714770e-02,6.531229958474656094e-02,6.463902628145995477e-02,6.397949766733052046e-02,6.333329703625698026e-02,6.270002435741418856e-02,6.207929544961460905e-02,6.147074120422083704e-02,6.087400685331539191e-02,6.028875128007905176e-02,5.971464636857837932e-02,5.915137639034225708e-02,5.859863742534268671e-02,5.805613681513879104e-02,5.752359264612001699e-02,5.700073326094070442e-02,5.648729679636336348e-02,5.598303074586225697e-02,5.548769154545257071e-02,5.500104418132690381e-02,5.452286181795594489e-02,5.405292544543711941e-02,5.359102354492983195e-02,5.313695177110192708e-02,5.269051265059436495e-02,5.225151529556644470e-02,5.181977513144720576e-02,5.139511363808113575e-02,5.097735810350213087e-02,5.056634138962786545e-02,5.016190170920181712e-02,4.976388241336177076e-02,4.937213178924609869e-02,4.898650286709111540e-02,4.860685323630278831e-02,4.823304487001926072e-02,4.786494395771456051e-02
2.199463578396685937e-01,2.133383323672899123e-01,2.071109556761892845e-01,2.012328688726571779e-01,1.956759770537777610e-01,1.904150502520947641e-01,1.854273786685370073e-01,1.806924743995227400e-01,1.761918129573608882e-01,1.719086088540432156e-01,1.678276203650777842e-01,1.639349793191957061e-01,1.602180423828527822e-01,1.566652608381045864e-01,1.532660663012032631e-01,1.500107702087827843e-01,1.468904752191698415e-01,1.438969969472753130e-01,1.410227946804919197e-01,1.382609099167220745e-01,1.356049117297039586e-01,1.330488481059122485e-01,1.305872025155035698e-01,1.282148550803058340e-01,1.259270477875910343e-01,1.237193532715524236e-01,1.215876467470624750e-01,1.195280807339817730e-01,1.175370622564329420e-01,1.156112322411510657e-01,1.137474468732875138e-01,1.119427606976193673e-01,1.101944112787599517e-01,1.084998052561743365e-01,1.068565056491375675e-01,1.052622202835862414e-01,1.037147912274945516e-01,1.022121851342190635e-01,1.007524844044999784e-01,9.933387908763498253e-02,9.795465945100809146e-02,9.661320915475417326e-02,9.530799897505498608e-02,9.403758102549027165e-02,9.280058343109155727e-02,9.159570541439841784e-02,9.042171275692031940e-02,8.927743360306933385e-02,8.816175457687130956e-02,8.707361718466608003e-02,8.601201447958096991e-02,8.497598796588268222e-02,8.396462472336045646e-02,8.297705473375384388e-02,8.201244839288669708e-02,8.107001419366668959e-02,8.014899656643741099e-02,7.924867386438134986e-02,7.836835648275201904e-02,7.750738510169845330e-02,7.666512904332052625e-02,7.584098473440363530e-02,7.503437426699323398e-02,7.424474404963303520e-02,7.347156354268619127e-02,7.271432407169028944e-02,7.197253771319596372e-02,7.124573624798352656e-02,7.053347017695285603e-02,6.983530779536062383e-02,6.915083432141110042e-02,6.847965107552142494e-02,6.782137470684972136e-02,6.717563646395917354e-02,6.654208150669550792e-02,6.592036825659761123e-02,6.531016778334987338e-02,6.471116322495649997e-02,6.412304923951407665e-02,6.354553148657125783e-02,6.297832613625317655e-02,6.242115940441653188e-02,6.187376711224757547e-02,6.133589426881424361e-02,6.080729467519396803e-02,6.028773054888562910e-02,5.977697216729878360e-02,5.927479752921208794e-02,5.878099203314022386e-02,5.829534817164369609e-02,5.781766524065921897e-02,5.734774906300193348e-02,5.688541172524146788e-02,5.643047132719419823e-02,5.598275174334695070e-02,5.554208239553948268e-02,5.510829803629969936e-02,5.468123854225580976e-02,5.426074871707046304e-02,5.384667810340557775e-02
